kode_negara,negara,nama_indikator,kode_indikator,2017,2018,2019,2020
GNQ,Equatorial Guinea,"Population, total",SP.POP.TOTL,1562396.0,1616422.0,1670177.0,1716468.0
GRC,Greece,"Population, total",SP.POP.TOTL,10754679.0,10732882.0,10721582.0,10698599.0
GRD,Grenada,"Population, total",SP.POP.TOTL,115438.0,115691.0,115981.0,116341.0
GRL,Greenland,"Population, total",SP.POP.TOTL,56172.0,56023.0,56225.0,56367.0
GTM,Guatemala,"Population, total",SP.POP.TOTL,16567357.0,16845685.0,17103803.0,17357325.0
GUM,Guam,"Population, total",SP.POP.TOTL,163490.0,162679.0,161808.0,162158.0
GUY,Guyana,"Population, total",SP.POP.TOTL,768479.0,791556.0,807665.0,807481.0
HIC,High income,"Population, total",SP.POP.TOTL,1380319892.0,1385103279.0,1389770301.0,1393472875.0
HKG,"Hong Kong SAR, China","Population, total",SP.POP.TOTL,7393200.0,7452600.0,7507900.0,7481000.0
HND,Honduras,"Population, total",SP.POP.TOTL,9588137.0,9765210.0,9943633.0,10119640.0
HPC,Heavily indebted poor countries (HIPC),"Population, total",SP.POP.TOTL,779389964.0,802020674.0,824649053.0,847743308.0
HRV,Croatia,"Population, total",SP.POP.TOTL,4041407.0,3988775.0,3949390.0,3914206.0
HTI,Haiti,"Population, total",SP.POP.TOTL,10817754.0,10962362.0,11105163.0,11243848.0
HUN,Hungary,"Population, total",SP.POP.TOTL,9726756.0,9706964.0,9694824.0,9670419.0
IBD,IBRD only,"Population, total",SP.POP.TOTL,4765773411.0,4806981820.0,4845075024.0,4878296727.0
IBT,IDA & IBRD total,"Population, total",SP.POP.TOTL,6440011821.0,6518058354.0,6594216452.0,6666470352.0
IDA,IDA total,"Population, total",SP.POP.TOTL,1674238410.0,1711076534.0,1749141428.0,1788173625.0
IDB,IDA blend,"Population, total",SP.POP.TOTL,590024074.0,601951913.0,614017319.0,626440308.0
IDN,Indonesia,"Population, total",SP.POP.TOTL,267346658.0,269951846.0,272489381.0,274814866.0
IDX,IDA only,"Population, total",SP.POP.TOTL,1084214336.0,1109124621.0,1135124109.0,1161733317.0
IMN,Isle of Man,"Population, total",SP.POP.TOTL,83609.0,83805.0,83957.0,84064.0
IND,India,"Population, total",SP.POP.TOTL,1359657400.0,1374659064.0,1389030312.0,1402617695.0
